scenario,method,universe_size,set_size,k,m,ring_dim,num_cts,phase_encode_ms,phase_encrypt_ms,phase_compute_ms,phase_decrypt_ms,total_ms,memory_bytes,ct_size_bytes,jaccard_computed,jaccard_expected,jaccard_error
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.200000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.111111,0.082437
accuracy_0.200000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.111111,0.111111,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.300000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.290323,0.176471,0.113852
accuracy_0.300000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.176471,0.176471,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
accuracy_0.400000,baseline,262144,500,0,0,262144,1,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000
accuracy_0.400000,piccard,262144,500,128,32,16384,1,0.000,0.000,0.000,0.000,0.000,0,0,0.338710,0.250000,0.088710
