label,k,m,ring_dim,depth,phase_init_ms,phase_insert_ms,phase_delete_ms,phase_signature_ms,phase_encode_ms,phase_encrypt_ms,phase_compute_ms,phase_decrypt_ms,total_ms,memory_bytes,ct_size_bytes,jaccard_computed,jaccard_expected,jaccard_error,ops_insert_per_sec,ops_delete_per_sec
accuracy_0.600000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.700000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.700000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.604839,0.538462,0.066377,0.0,0.0
accuracy_0.800000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.800000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.725806,0.666667,0.059140,0.0,0.0
accuracy_0.900000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
accuracy_0.900000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.830645,0.818182,0.012463,0.0,0.0
