label,k,m,ring_dim,depth,phase_init_ms,phase_insert_ms,phase_delete_ms,phase_signature_ms,phase_encode_ms,phase_encrypt_ms,phase_compute_ms,phase_decrypt_ms,total_ms,memory_bytes,ct_size_bytes,jaccard_computed,jaccard_expected,jaccard_error,ops_insert_per_sec,ops_delete_per_sec
accuracy_0.300000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.300000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.185484,0.176471,0.009013,0.0,0.0
accuracy_0.400000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.400000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.250000,0.250000,0.000000,0.0,0.0
accuracy_0.500000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t13,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t14,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t15,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t16,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t17,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t18,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t19,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t20,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t21,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t22,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t23,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t24,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t25,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t26,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t27,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t28,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t29,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t30,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t31,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t32,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t33,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t34,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t35,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t36,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t37,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t38,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t39,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t40,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t41,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t42,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t43,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t44,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t45,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t46,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t47,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t48,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.500000_t49,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.346774,0.333333,0.013441,0.0,0.0
accuracy_0.600000_t0,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t1,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t2,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t3,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t4,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t5,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t6,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t7,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t8,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t9,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t10,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t11,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
accuracy_0.600000_t12,128,32,8192,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.516129,0.428571,0.087558,0.0,0.0
