label,k,m,ring_dim,time_ms,phase_minhash_ms,phase_encode_ms,phase_encrypt_ms,phase_multiply_ms,phase_rotate_sum_ms,phase_decrypt_ms,phase_bias_correction_ms,memory_bytes,ct_size_bytes,jaccard_computed,jaccard_expected,jaccard_error
accuracy_k64_0.100000_t40,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t41,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t42,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t43,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t44,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t45,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t46,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t47,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t48,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.100000_t49,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.064516,0.052632,0.011885
accuracy_k64_0.200000_t0,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t1,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t2,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t3,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t4,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t5,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t6,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t7,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t8,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t9,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t10,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t11,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t12,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t13,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t14,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t15,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t16,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t17,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t18,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t19,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t20,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t21,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t22,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t23,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t24,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t25,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t26,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t27,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t28,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t29,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t30,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t31,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t32,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t33,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t34,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t35,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t36,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t37,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t38,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t39,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t40,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t41,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t42,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t43,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t44,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t45,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t46,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t47,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t48,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.200000_t49,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.080645,0.111111,0.030466
accuracy_k64_0.300000_t0,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t1,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t2,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t3,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t4,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t5,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t6,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t7,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t8,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t9,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t10,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t11,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t12,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t13,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t14,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t15,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t16,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t17,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t18,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t19,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t20,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t21,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t22,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t23,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t24,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t25,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t26,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t27,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t28,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t29,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t30,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t31,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t32,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t33,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t34,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t35,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t36,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t37,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t38,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t39,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t40,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t41,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t42,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t43,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t44,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t45,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t46,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t47,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t48,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.300000_t49,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.145161,0.176471,0.031309
accuracy_k64_0.400000_t0,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t1,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t2,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t3,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t4,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t5,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t6,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t7,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t8,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t9,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t10,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t11,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t12,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t13,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t14,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t15,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t16,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t17,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t18,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t19,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t20,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t21,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t22,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t23,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t24,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t25,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t26,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t27,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t28,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t29,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t30,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t31,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t32,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t33,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t34,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t35,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t36,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t37,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t38,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t39,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t40,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t41,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t42,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t43,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t44,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t45,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t46,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t47,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t48,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.400000_t49,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.193548,0.250000,0.056452
accuracy_k64_0.500000_t0,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t1,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t2,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t3,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t4,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t5,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t6,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t7,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t8,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t9,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t10,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t11,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t12,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t13,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t14,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t15,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t16,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t17,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t18,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t19,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t20,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t21,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t22,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t23,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t24,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t25,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
accuracy_k64_0.500000_t26,64,32,8192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0.274194,0.333333,0.059140
