circuit,security,k,m,ring_dim,ring_dim_requested,ring_dim_baseline,ring_dim_grew,mult_depth,natural_mult_depth,scaling_mod_size,num_limbs,plaintext_mod,log_q,log_delta,pattern,eval_noise_bits,headroom_bits,saturated,decrypt_ok,decision_ok,expected,got,ct_bytes,status
threshold,STD128,128,64,32768,8192,32768,0,16,15,54,12,65537,648.0,632.0,no_match,547.57,83.43,0,1,1,0,0,6293695,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,54,12,65537,648.0,632.0,random,548.61,82.39,0,1,1,1,1,6293695,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,58,11,65537,638.0,622.0,all_match,544.58,76.42,0,1,1,128,128,5769285,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,58,11,65537,638.0,622.0,no_match,544.92,76.08,0,1,1,0,0,5769285,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,58,11,65537,638.0,622.0,random,544.73,76.27,0,1,1,3,3,5769285,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,60,11,65537,660.0,644.0,all_match,549.04,93.96,0,1,1,128,128,5769293,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,60,11,65537,660.0,644.0,no_match,548.75,94.25,0,1,1,0,0,5769293,ok
threshold,STD128,128,64,32768,8192,32768,0,16,15,60,11,65537,660.0,644.0,random,548.96,94.04,0,1,1,2,2,5769293,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,40,16,65537,640.0,624.0,all_match,525.13,97.87,0,1,1,128,128,8391375,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,40,16,65537,640.0,624.0,no_match,524.47,98.53,0,1,1,0,0,8391375,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,40,16,65537,640.0,624.0,random,526.84,96.16,0,1,1,2,2,8391375,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,45,14,65537,630.0,614.0,all_match,530.52,82.48,0,1,1,128,128,7342531,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,45,14,65537,630.0,614.0,no_match,534.15,78.85,0,1,1,0,0,7342531,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,45,14,65537,630.0,614.0,random,529.18,83.82,0,1,1,4,4,7342531,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,50,13,65537,650.0,634.0,all_match,536.49,96.51,0,1,1,128,128,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,50,13,65537,650.0,634.0,no_match,535.24,97.76,0,1,1,0,0,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,50,13,65537,650.0,634.0,random,535.46,97.54,0,1,1,1,1,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,52,13,65537,676.0,660.0,all_match,539.56,119.44,0,1,1,128,128,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,52,13,65537,676.0,660.0,no_match,539.17,119.83,0,1,1,0,0,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,52,13,65537,676.0,660.0,random,542.81,116.19,0,1,1,2,2,6818137,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,54,12,65537,648.0,632.0,all_match,547.21,83.79,0,1,1,128,128,6293695,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,54,12,65537,648.0,632.0,no_match,553.58,77.42,0,1,1,0,0,6293695,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,54,12,65537,648.0,632.0,random,550.46,80.54,0,1,1,3,3,6293695,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,58,12,65537,696.0,680.0,all_match,543.66,135.34,0,1,1,128,128,6293735,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,58,12,65537,696.0,680.0,no_match,545.07,133.93,0,1,1,0,0,6293735,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,58,12,65537,696.0,680.0,random,544.17,134.83,0,1,1,1,1,6293735,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,60,11,65537,660.0,644.0,all_match,548.80,94.20,0,1,1,128,128,5769293,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,60,11,65537,660.0,644.0,no_match,548.91,94.09,0,1,1,0,0,5769293,ok
threshold,STD128,128,64,32768,8192,32768,0,17,15,60,11,65537,660.0,644.0,random,548.84,94.16,0,1,1,1,1,5769293,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,0,10,65537,600.0,584.0,all_match,548.54,34.46,0,1,1,128,128,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,0,10,65537,600.0,584.0,no_match,548.51,34.49,0,1,1,0,0,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,0,10,65537,600.0,584.0,random,548.89,34.11,0,1,1,0,0,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,40,14,65537,560.0,544.0,all_match,529.25,13.75,0,1,1,128,128,7342483,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,40,14,65537,560.0,544.0,no_match,524.37,18.63,0,1,1,0,0,7342483,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,40,14,65537,560.0,544.0,random,526.88,16.12,0,1,1,1,1,7342483,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,45,13,65537,585.0,569.0,all_match,532.16,35.84,0,1,1,128,128,6818089,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,45,13,65537,585.0,569.0,no_match,528.77,39.23,0,1,1,0,0,6818089,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,45,13,65537,585.0,569.0,random,532.15,35.85,0,1,1,0,0,6818089,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,50,12,65537,600.0,584.0,all_match,535.23,47.77,0,1,1,128,128,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,50,12,65537,600.0,584.0,no_match,535.43,47.57,0,1,1,0,0,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,50,12,65537,600.0,584.0,random,537.21,45.79,0,1,1,1,1,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,52,11,65537,572.0,556.0,all_match,543.38,11.62,0,1,1,128,128,5769237,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,52,11,65537,572.0,556.0,no_match,539.19,15.81,0,1,1,0,0,5769237,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,52,11,65537,572.0,556.0,random,539.27,15.73,0,1,1,0,0,5769237,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,54,11,65537,594.0,578.0,all_match,548.20,28.80,0,1,1,128,128,5769245,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,54,11,65537,594.0,578.0,no_match,550.00,27.00,0,1,1,0,0,5769245,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,54,11,65537,594.0,578.0,random,548.17,28.83,0,1,1,1,1,5769245,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,58,10,65537,580.0,564.0,all_match,545.64,17.36,0,1,1,128,128,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,58,10,65537,580.0,564.0,no_match,543.99,19.01,0,1,1,0,0,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,58,10,65537,580.0,564.0,random,543.97,19.03,0,1,1,2,2,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,60,10,65537,600.0,584.0,all_match,548.56,34.44,0,1,1,128,128,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,60,10,65537,600.0,584.0,no_match,549.01,33.99,0,1,1,0,0,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,15,15,60,10,65537,600.0,584.0,random,548.61,34.39,0,1,1,0,0,5244843,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,40,15,65537,600.0,584.0,all_match,523.30,59.70,0,1,1,128,128,7866933,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,40,15,65537,600.0,584.0,no_match,526.23,56.77,0,1,1,0,0,7866933,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,40,15,65537,600.0,584.0,random,529.84,53.16,0,1,1,0,0,7866933,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,45,14,65537,630.0,614.0,all_match,530.81,82.19,0,1,1,128,128,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,45,14,65537,630.0,614.0,no_match,530.24,82.76,0,1,1,0,0,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,45,14,65537,630.0,614.0,random,533.93,79.07,0,1,1,1,1,7342531,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,50,12,65537,600.0,584.0,all_match,537.59,45.41,0,1,1,128,128,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,50,12,65537,600.0,584.0,no_match,535.47,47.53,0,1,1,0,0,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,50,12,65537,600.0,584.0,random,533.64,49.36,0,1,1,0,0,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,52,12,65537,624.0,608.0,all_match,543.06,63.94,0,1,1,128,128,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,52,12,65537,624.0,608.0,no_match,540.74,66.26,0,1,1,0,0,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,52,12,65537,624.0,608.0,random,539.00,68.00,0,1,1,1,1,6293687,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,54,12,65537,648.0,632.0,all_match,548.53,82.47,0,1,1,128,128,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,54,12,65537,648.0,632.0,no_match,547.26,83.74,0,1,1,0,0,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,54,12,65537,648.0,632.0,random,548.23,82.77,0,1,1,0,0,6293695,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,58,11,65537,638.0,622.0,all_match,545.13,75.87,0,1,1,128,128,5769285,ok
threshold,STD128,128,128,32768,16384,32768,0,16,15,58,11,65537,638.0,622.0,no_match,544.59,76.41,0,1,1,0,0,5769285,ok
