circuit,security,k,m,ring_dim,ring_dim_requested,ring_dim_baseline,ring_dim_grew,mult_depth,natural_mult_depth,scaling_mod_size,num_limbs,plaintext_mod,log_q,log_delta,pattern,eval_noise_bits,headroom_bits,saturated,decrypt_ok,decision_ok,expected,got,ct_bytes,status
threshold,TOY,8,8,1024,1024,1024,0,5,5,0,4,12289,240.0,226.4,all_match,191.74,33.68,0,1,1,8,8,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,0,4,12289,240.0,226.4,no_match,191.19,34.22,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,0,4,12289,240.0,226.4,random,191.51,33.91,0,1,1,2,2,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,40,5,12289,200.0,186.4,all_match,165.40,20.02,0,1,1,8,8,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,40,5,12289,200.0,186.4,no_match,165.55,19.87,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,40,5,12289,200.0,186.4,random,165.85,19.56,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,45,5,12289,225.0,211.4,all_match,163.87,46.55,0,1,1,8,8,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,45,5,12289,225.0,211.4,no_match,162.75,47.66,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,45,5,12289,225.0,211.4,random,163.37,47.04,0,1,1,1,1,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,50,4,12289,200.0,186.4,all_match,177.08,8.34,0,1,1,8,8,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,50,4,12289,200.0,186.4,no_match,176.95,8.47,0,1,1,0,0,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,50,4,12289,200.0,186.4,random,176.99,8.43,0,1,1,0,0,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,52,4,12289,208.0,194.4,all_match,183.24,10.18,0,1,1,8,8,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,52,4,12289,208.0,194.4,no_match,183.06,10.36,0,1,1,0,0,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,52,4,12289,208.0,194.4,random,183.01,10.40,0,1,1,2,2,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,54,4,12289,216.0,202.4,all_match,189.17,12.24,0,1,1,8,8,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,54,4,12289,216.0,202.4,no_match,189.15,12.27,0,1,1,0,0,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,54,4,12289,216.0,202.4,random,189.30,12.12,0,1,1,0,0,66727,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,58,4,12289,232.0,218.4,all_match,187.68,29.73,0,1,1,8,8,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,58,4,12289,232.0,218.4,no_match,187.82,29.59,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,58,4,12289,232.0,218.4,random,187.46,29.96,0,1,1,1,1,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,60,4,12289,240.0,226.4,all_match,191.30,34.12,0,1,1,8,8,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,60,4,12289,240.0,226.4,no_match,191.41,34.01,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,5,5,60,4,12289,240.0,226.4,random,191.51,33.90,0,1,1,2,2,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,40,6,12289,240.0,226.4,all_match,165.92,59.50,0,1,1,8,8,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,40,6,12289,240.0,226.4,no_match,165.95,59.47,0,1,1,0,0,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,40,6,12289,240.0,226.4,random,165.86,59.55,0,1,1,0,0,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,45,5,12289,225.0,211.4,all_match,164.36,46.06,0,1,1,8,8,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,45,5,12289,225.0,211.4,no_match,163.53,46.88,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,45,5,12289,225.0,211.4,random,162.98,47.44,0,1,1,1,1,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,50,5,12289,250.0,236.4,all_match,177.38,58.03,0,1,1,8,8,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,50,5,12289,250.0,236.4,no_match,177.41,58.00,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,50,5,12289,250.0,236.4,random,177.53,57.88,0,1,1,2,2,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,52,5,12289,260.0,246.4,all_match,183.29,62.13,0,1,1,8,8,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,52,5,12289,260.0,246.4,no_match,183.22,62.19,0,1,1,0,0,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,52,5,12289,260.0,246.4,random,183.12,62.30,0,1,1,1,1,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,54,5,12289,270.0,256.4,all_match,189.25,66.16,0,1,1,8,8,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,54,5,12289,270.0,256.4,no_match,189.55,65.86,0,1,1,0,0,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,54,5,12289,270.0,256.4,random,189.44,65.98,0,1,1,2,2,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,58,4,12289,232.0,218.4,all_match,187.96,29.46,0,1,1,8,8,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,58,4,12289,232.0,218.4,no_match,187.66,29.75,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,58,4,12289,232.0,218.4,random,187.34,30.08,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,60,4,12289,240.0,226.4,all_match,191.58,33.84,0,1,1,8,8,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,60,4,12289,240.0,226.4,no_match,191.76,33.65,0,1,1,0,0,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,6,5,60,4,12289,240.0,226.4,random,191.56,33.85,0,1,1,1,1,66767,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,40,6,12289,240.0,226.4,all_match,165.73,59.68,0,1,1,8,8,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,40,6,12289,240.0,226.4,no_match,166.01,59.41,0,1,1,0,0,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,40,6,12289,240.0,226.4,random,165.95,59.47,0,1,1,0,0,99803,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,45,6,12289,270.0,256.4,all_match,163.65,91.77,0,1,1,8,8,99811,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,45,6,12289,270.0,256.4,no_match,164.20,91.21,0,1,1,0,0,99811,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,45,6,12289,270.0,256.4,random,165.22,90.19,0,1,1,2,2,99811,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,50,5,12289,250.0,236.4,all_match,177.41,58.00,0,1,1,8,8,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,50,5,12289,250.0,236.4,no_match,177.66,57.76,0,1,1,0,0,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,50,5,12289,250.0,236.4,random,177.68,57.74,0,1,1,1,1,83265,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,52,5,12289,260.0,246.4,all_match,183.44,61.98,0,1,1,8,8,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,52,5,12289,260.0,246.4,no_match,183.52,61.90,0,1,1,0,0,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,52,5,12289,260.0,246.4,random,183.62,61.79,0,1,1,2,2,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,54,5,12289,270.0,256.4,all_match,189.21,66.21,0,1,1,8,8,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,54,5,12289,270.0,256.4,no_match,189.38,66.04,0,1,1,0,0,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,54,5,12289,270.0,256.4,random,189.32,66.10,0,1,1,2,2,83273,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,58,5,12289,290.0,276.4,all_match,188.36,87.06,0,1,1,8,8,83313,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,58,5,12289,290.0,276.4,no_match,187.77,87.65,0,1,1,0,0,83313,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,58,5,12289,290.0,276.4,random,187.91,87.51,0,1,1,0,0,83313,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,60,5,12289,300.0,286.4,all_match,191.82,93.59,0,1,1,8,8,83313,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,60,5,12289,300.0,286.4,no_match,192.12,93.29,0,1,1,0,0,83313,ok
threshold,TOY,8,8,1024,1024,1024,0,7,5,60,5,12289,300.0,286.4,random,192.55,92.87,0,1,1,0,0,83313,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,0,5,12289,300.0,286.4,all_match,245.57,39.85,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,0,5,12289,300.0,286.4,no_match,245.54,39.88,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,0,5,12289,300.0,286.4,random,245.52,39.90,0,1,1,1,1,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,40,6,12289,240.0,226.4,all_match,210.53,14.89,0,1,1,16,16,99763,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,40,6,12289,240.0,226.4,no_match,210.19,15.23,0,1,1,0,0,99763,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,40,6,12289,240.0,226.4,random,209.78,15.63,0,1,1,0,0,99763,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,45,6,12289,270.0,256.4,all_match,210.35,45.06,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,45,6,12289,270.0,256.4,no_match,209.61,45.81,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,45,6,12289,270.0,256.4,random,210.17,45.25,0,1,1,4,4,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,50,5,12289,250.0,236.4,all_match,227.15,8.26,0,1,1,16,16,83225,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,50,5,12289,250.0,236.4,no_match,227.31,8.10,0,1,1,0,0,83225,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,50,5,12289,250.0,236.4,random,227.11,8.30,0,1,1,1,1,83225,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,52,5,12289,260.0,246.4,all_match,234.99,10.42,0,1,1,16,16,83233,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,52,5,12289,260.0,246.4,no_match,235.10,10.32,0,1,1,0,0,83233,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,52,5,12289,260.0,246.4,random,235.18,10.23,0,1,1,3,3,83233,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,54,5,12289,270.0,256.4,all_match,234.53,20.88,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,54,5,12289,270.0,256.4,no_match,234.47,20.95,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,54,5,12289,270.0,256.4,random,234.17,21.25,0,1,1,3,3,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,58,5,12289,290.0,276.4,all_match,237.46,37.96,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,58,5,12289,290.0,276.4,no_match,237.59,37.83,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,58,5,12289,290.0,276.4,random,237.71,37.70,0,1,1,1,1,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,60,5,12289,300.0,286.4,all_match,245.60,39.81,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,60,5,12289,300.0,286.4,no_match,245.73,39.68,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,7,7,60,5,12289,300.0,286.4,random,245.52,39.89,0,1,1,1,1,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,40,7,12289,280.0,266.4,all_match,210.03,55.39,0,1,1,16,16,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,40,7,12289,280.0,266.4,no_match,210.21,55.20,0,1,1,0,0,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,40,7,12289,280.0,266.4,random,209.91,55.50,0,1,1,5,5,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,45,6,12289,270.0,256.4,all_match,211.90,43.51,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,45,6,12289,270.0,256.4,no_match,209.92,45.49,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,45,6,12289,270.0,256.4,random,210.40,45.01,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,50,6,12289,300.0,286.4,all_match,227.36,58.05,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,50,6,12289,300.0,286.4,no_match,227.27,58.14,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,50,6,12289,300.0,286.4,random,227.20,58.22,0,1,1,1,1,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,52,6,12289,312.0,298.4,all_match,235.23,62.18,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,52,6,12289,312.0,298.4,no_match,235.23,62.19,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,52,6,12289,312.0,298.4,random,235.36,62.05,0,1,1,1,1,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,54,6,12289,324.0,310.4,all_match,234.40,75.02,0,1,1,16,16,99819,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,54,6,12289,324.0,310.4,no_match,234.09,75.32,0,1,1,0,0,99819,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,54,6,12289,324.0,310.4,random,234.79,74.62,0,1,1,2,2,99819,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,58,5,12289,290.0,276.4,all_match,237.71,37.71,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,58,5,12289,290.0,276.4,no_match,237.50,37.92,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,58,5,12289,290.0,276.4,random,237.96,37.45,0,1,1,2,2,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,60,5,12289,300.0,286.4,all_match,245.98,39.44,0,1,1,16,16,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,60,5,12289,300.0,286.4,no_match,245.48,39.94,0,1,1,0,0,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,8,7,60,5,12289,300.0,286.4,random,245.64,39.78,0,1,1,1,1,83273,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,40,8,12289,320.0,306.4,all_match,210.02,95.40,0,1,1,16,16,132847,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,40,8,12289,320.0,306.4,no_match,210.41,95.00,0,1,1,0,0,132847,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,40,8,12289,320.0,306.4,random,210.14,95.27,0,1,1,5,5,132847,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,45,7,12289,315.0,301.4,all_match,210.31,90.10,0,1,1,16,16,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,45,7,12289,315.0,301.4,no_match,209.23,91.18,0,1,1,0,0,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,45,7,12289,315.0,301.4,random,209.92,90.50,0,1,1,0,0,116309,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,50,6,12289,300.0,286.4,all_match,227.30,58.12,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,50,6,12289,300.0,286.4,no_match,227.32,58.09,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,50,6,12289,300.0,286.4,random,227.25,58.17,0,1,1,3,3,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,52,6,12289,312.0,298.4,all_match,235.44,61.97,0,1,1,16,16,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,52,6,12289,312.0,298.4,no_match,235.36,62.05,0,1,1,0,0,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,52,6,12289,312.0,298.4,random,235.35,62.06,0,1,1,3,3,99771,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,54,6,12289,324.0,310.4,all_match,234.06,75.35,0,1,1,16,16,99819,ok
threshold,TOY,16,8,1024,1024,1024,0,9,7,54,6,12289,324.0,310.4,no_match,233.68,75.73,0,1,1,0,0,99819,ok
